clean_content,sentimen
banyakin promo yaa,positif
enak nh aplikasi mantep dech,positif
tolong aplikasi optimal buka menu gocar gofood berat,negatif
driver paksa slot denggan argo siksa,negatif
buruk,negatif
bantu,positif
update download stuck,negatif
g buka,negatif
selamat siang admin gojek mohon bantu driver nama fauji nomor polisi a voa nunggu driver nya batalin driver tolong gojek nerima deriver yg ajak kerja ngak butuh vocher yg butuh konsisten nya kerja gembel jalan,negatif
banyakin promo nya admin,positif
mudah aktifitas,positif
oke,positif
hallo gojek hormat driver gokar nama rifky reagen rumondor akun bkokir putus mitra karena selesai order hilaf selesai order antar tumpang titik antarsaya kali hub cs respon sya maaf gojek tolong bantu buka akun driver sya hidup anak andal cari driver gokar tolong gojek,positif
driver grab dekat pinjam gopay pinjam telat aja ribu nelpon adab bintang kasi driver dst,negatif
gojek ajar iklan serang hp lapor tapia,negatif
iklan lo muncul mulu ganggu,negatif
aplikasi bodoh emg adu bacot dgn drivermau kirim nomor gabisa telpon gajelastolong baik,negatif
good,positif
sabar driver nya,positif
ok,positif
driver bagus,positif
gila biaya gocarnya ga ngotak,negatif
bagus,positif
mantap,positif
mantap,positif
respon gojek cepat tunggu layan driver ok,positif
suka batu,positif
iklan nya ganggu bangat,negatif
oke,positif
good,positif
ok,positif
ga ad promo game nya gojek,negatif
good luck,positif
promo tarik,positif
harap gojek mudah masyarakat luas,positif
mantap,positif
mudah bantu syekali moga depan tmbah sukses jaya,positif
males bet gwsaldo gw potong gojek pluss rb gw gk langgan gojek plus potong,negatif
bagus bantu,positif
bagus,positif
bagusss,positif
butuh,positif
muas,positif
fitur langgan gajelas mahal,negatif
kalo kasih ingat driver jaga sehat ketemu driver makan dll driver tetep kasihan anak ibu tolong tambah fitur ingat kayak makan gitu ya diingetin antar kendara pcx sempet makan bekel buatannnya,positif
pesan gojek instan via tokped maksud nya biar cepatini order satu kirim barang lainjadi driver nya kirim kirim,negatif
sat set,positif
apk nya bgus,positif
pokok aplikasi mantap,positif
bagus,positif
iklan banget,netral
mantap,positif
pulang sklh,positif
draiper nya ramah,positif
aplikasi nya bagus kalo mo jajan gampang,positif
aplikasi nya parah banget x complain krna x pesan lengkap x aju gak terima dgn alas foto gak lengkap nunggu balas kait cepet apk aj complain langsung cepet balikin saldo foto jga gak yg ribet sumpah ya gak ikhlas banget nanggung beban makan yg gak terima,negatif
akun pernahdapat mutih jkrta mitra gojek bantu utk aktif medan,positif
cari alamat detail,positif
nyaman gojek tidk yg antar klo sy pergi perlu,positif
ok,positif
layan cepat percaya,positif
baik,positif
bagus suka tolong tertib aja drivernya yg suka bawa motor nopol beda pemberitahuan yg bawa helm ngk nya,positif
bagus,positif
gojek mahal bgttt udah minggu harga nya mulu udah gitu promonya dikit bgtt,netral
cari alamat susah,positif
tolong benar aplikasi ngojek sepi sepi banget gojek hari gak dapet udah keliling pulang keliling gak dapet ambil tumpang pindah driver nya tolong baik,negatif
potong driver gede gede kasi,negatif
jadi beban kerja ringan distribusi barang cepat ribet,positif
mantap,positif
mantap dah,positif
terimakasih,positif
bantu,positif
suka ga auto set lokasi mesen goffod jd salah alamat trs,netral
potong google play blnnya bln sdh laku lapor tp tdk tindak sy telusur riwayat d google play tdk muncul,negatif
aplikasi nya mudah operasikanmempermudah jalan perlu mendadakpelayanan nya muas,positif
bagus layan,positif
aman lumayan murah,positif
tolong tingkat layan gimana langgan isi saldo gopay credit card,positif
terima kasih driver,positif
busuk,negatif
cepat,positif
layan cepat yg dedikasi,positif
aplikasi top,positif
cepat komunikasi,positif
sy suka pakai gojek sen cepat datang tingkat layan voucer discount sy gojek mana sukses gojek,positif
ok bangat,positif
aplikator bangsat,negatif
bantu mudah,positif
service excellen,positif
voucher nya pelit,positif
bagus,positif
bagus tp banyakin promonya pllssssss,positif
mudah jalan,positif
dn ramah,positif
bantu sekalimenjadikan mudah beli makann pergi mana trimakasih gojek,positif
good,positif
tarif gojek lambung sedih,positif
aplikasi bagussesuai kwbutuhan hari,positif
ok josh,positif
ribut masuk aplikasi wajah itu berkalikali hasil alas cahaya wajah,netral
lokasi sesuai kali jemput lokasi tuh pindah meter kali telat karna salah gps map,negatif
dapet driver mulu,negatif
maafmengapa pilih gojek hematdsb nya ya pas pesan langsung pilih,netral
langgan gojek bayar tarif mahal driver hadap risiko celaka begal cuaca buruk tolong pt goto naik dapat driver layan jalan bayar mahal pasti uang kerja keras usaha temanteman baca yuk bantu suarakandemi sejahtera driver kerja keras,negatif
ok,positif
keren,positif
layan ok,positif
kemarin malem pagi pesan tiket krl ganggu sistem jaring sih,negatif
bagus banget,positif
good,positif
tuh biaya bungkus resto resto bungkus nya ya knp cas kah menu makan daftar lalu gojek kena cas resto pungli sedia aplikasi kenyang sehat jek,negatif
gojek gak ngotak beli barang harga cuman k ribu ongkir k biaya layan k jarak tokoh cuman km ongkir lipat harga produk yg beli voucher nya langka,negatif
enak ya keluar papa immanuel hotma pintor sbg driver yg order fiktif ojol jatuh tuh lihat kantor gojek mitra binjai sumut jual root gps palsu playstore real jago ite engga putus mitra yg pakai root gps palsu salah papa immanuel hotma pintor kpd,negatif
bagus,positif
terima kasih,positif
kasihan drivernya tarif reguler ubah sistem aceng argo goceng sungguh kedzoliman,negatif
gojek,positif
makan uda terang driver nya udah kalo chat notifikasi gapernah masuk,netral
mantul pis,positif
mesan driver kadang otomatis kirim pesan posisi nyaman sesuai lokasi,netral
cancel driver urgent,negatif
smga slalu amanah,positif
woy gojek platform bangkrut lu nelenin duit driver gede gede kasi drivernya kena potong gede bngt order order rb driver cmn dpt emang klo lu cmn ngambil komisi kaya lu yaaa perut lu msh busung makanin bensin sm keringet orangtrus aplikasi bngt nge lag nyari driver suka dicancel mulu manajemen kantor nya yg ga baik sistim lu klo ga baik lm bngkrt lu,negatif
mantap aplikasi gojek dbess bantu,positif
emejing,positif
oke,positif
manfaat,positif
promo,positif
order gofoodd akun beku bingung beku lapar banget aplikasi payah,negatif
gak loginnya perfect,positif
donwlond,negatif
bintang,positif
cepat,positif
manfaat,positif
cepaaattt jemput cepat,positif
sopan ramah pnjmputan cpt rute jg oke,positif
gofood super cepat,positif
bantu,positif
apk jelek skrg byk jebak tombol cancel hilang gus klu pesan gofood hati tdk cancel lg,negatif
satsettt,positif
semogga lgi gojek hp gojeg bagus aman,positif
cepat ya responnya kali gitu plis panik tau ga duit ilang,positif
aplikasi gojek bagus bantu masyarakat butuh jasa transportasi orang barang moga gojek eks usaha maju,positif
bantu,positif
sdh ok tinggal tingkat user friendly,positif
bagustapi sayang biaya nang aplikasi driver ongkos murah,positif
oke bagus mantap,positif
cepat sopan,positif
praktis,positif
koncet,negatif
ga nunggu ramah mud aman kendara tq goride,positif
yg gopinjam pikir dl deh yg nagih ampun br hr ud ngancem wa dtg krmh ktmp krj sy ud renti dtg aja krmhsy gk tkt sy bkl tanggung jwb utang hrs bayar cm nagihnya aja gak sopan klw jatoh tempo nominal si ok ngancemsy gk kabur msh hidup jgkalian tau gak org ud email saran lg kena musibah keluh ditanggepin gk direspon aja gakbs nya ngancemsy waras msh sehat gk bkl kmn,negatif
gojek sih promonya lengkap aja barang,positif
aplikasi ampas nge lag mulu,negatif
transaksi gopay tabung lambat jam ga baik boss duit gede yg ilang,netral
mantab tarif ekonomis,positif
keren,positif
keren,positif
gw download gojek ngeselin beli token pln gagal saldo potong bikin bingung nya tuh ga riwayat transaksi gojek kalo lapor id transaksi gw cuman bukti riwayat topup k k btw saldo gw nya ya gw beli token listrik ribu nya pas gw udh bayar apk cresh gw liat saldo gw potong gw cek transaksi ga aja make gopay udh kaya gin langsung lapor bi,negatif
rb lenyap ga riwayat transaksi,negatif
gimana sih transfer uang lot proses mulu saldo nya udah potong tranferan ga masuk,negatif
aplikasi lot ganggu,negatif
aneh ya cancel mulu drivernya sen gocar gapernah nyampe lokasi jemput cancel orang sakit jam pulang kerja gin emang gak bagus sen gocar,negatif
ditmbahkan fiture foto makan resto makana yg ready diberika driver sesuai pesan konsumen konsumn tlp resto kurang makan sesuai pesan pusat bantu pusat bantu serta foto makan foto lengkap susah diprosesseharusnya fitur foto resto resto adjust salah restodrivekonsumen kecewa,negatif
bantu,positif
tolong app baik error sen gojek kali driver rugi driver yg nya,negatif
top kali dana gopay nggak aplikasi gojek m banking banget masuk nya top up masuk nya lambat order gojek nya gara gara dana blom aplikasi gopay ya,positif
saldo gopay tambah top up bank aplikasi,negatif
saldo ilangg,negatif
bayar virtual akun saldo udh potong aplikasi transaksi gimana status top up komplain ga tanggap cs robot ga nanya langsung,negatif
bayar nya parah bayar alibaba pakai gopay hari gak konfirmasi pesan tarik saldo wallet atm jam masuk atm sistem serba manual kah serba lot,negatif
saldo potong pakai gopay bukti transaksi,negatif
driver parah lo jek online order order nya pt anak bangsa nama jajah bangsainnalillahi lo jek gojek,negatif
tani trip,positif
layan cs krg alami transaksi bug gopay hilang potong uang csnya bantu cs ai sepertiny chatbot tawar opsi lanjut paham konteks henti meberi solusi sy rugi,negatif
knpa isi saldo gopay ko masuk,negatif
top up masuk suruh tunggu butuh bayar cepat tangan kait uang orang,negatif
fitur kirim gambar pas chat hilang buka kamera doang maju mundur,negatif
pakai gojek mantap,positif
isi saldo error pending maduk adminnya tanggung,negatif
murah,positif
gojek beda gojek upgrade mundur sistem reward beli anak sultan hilang diskon makan biaya tangan besaranya tambah transfer gopay tabung proses instan sayang moga depa,negatif
isi saldo ga masuk nomor udah bener,negatif
aplikasi tolol ngisi saldo gk masuk mutasi udh potong bca,negatif
layan ok,positif
top up ga masuk gimana gojek ku bintang,positif
apa transaksi go food batal saldo gopay ku potong ngajuin lapor riwayat transaksi bom muncul emang tolong gimana kebijakanya,negatif
aplikasi yg bagus yg gk pny kendara pngn cpt sampe an,positif
aman,positif
aplikasi gajelas isi saldo gopay gak masuk telpon cs gak pilih kirim lapor chat bot gajelas tolol,negatif
selesai gk,negatif
isi dana gopay rb masukbrp hariapaan ni gojek jelek bgt skrgmending ga usa diinstal aplikasi bikin sengsara,negatif
tolong baik top up top up alfamart nya udah bener transaksi nya gojek masuk gopay nya harap baik cepat,netral
isi gopay g masuk trus gagal order anak pulang sekolah tolong baikin aplikasi,negatif
ga peduli ngisi saldo buru buru ga masuk,negatif
nomer csnya ya yg bs hubung barusan top up masuk,negatif
suka kualitas nya promonya sukses gojek,positif
tolong tanggung alas isi krn sisa tbtb uang mengcancel gojek salah titik harga k,negatif
saldo hilang transaksi batal lucu ga diinput batal transaksi susah kirim pusat bantu,negatif
gampang pakai,positif
gojek kirim miskin tata krama parkir parkir batal kirim ekspres ga batal kecewa pakai apps mending pakai grab shopee aja muntah ngeliat,negatif
aplikasi tolol gua top up indomaret ga masuk ya nunggu kerja gila kali gua butuh duit kocak langsung masuk topup aja verifikasi mulu udah aktifin bca oneklik nyusahin gua aja,negatif
knp buka aplikasi gojektrutama goridego car lot skalipdhl urgenmohom tindak lanjut krn butuh,positif
saldo hilang,negatif
sy men transfer uang potong ribu riwayat tdk kirim uang potong uang saldo,positif
senang,positif
harga sahabat jaket bulak,positif
okey,positif
mantap,positif
ok,positif
manfaat,positif
mantap bintang bicara,positif
live tracking paket kirim tokopedia nggak lacak kasi link nggak klik,negatif
bagus hp gua error,positif
mantab n sukses,positif
gojek gw knp suka ya kadang kl masuk nanya email no telp trs homenya suka gk teken,netral
banget kena cancel driver go car ga cancel ga gerak nunggu jam drivernya lelet banget,negatif
sedia kurir gk sen makan gk sedia tolong benah yg sangkut,negatif
jos,positif
cepat murah,positif
ribet skli masuk aja susah,negatif
guna kota kendara pribadi masalah,positif
baikbagussopan,positif
program go payolus uang cat fi tahan budt talang bayar the kemari cari duit bikin dusah orangdan dgn tdk mrmrnuhibkeinginan presiden yg bdrkusasauang hilang gstamitra ijonya makan tdk anter dasar mitr ijoa,negatif
susah pake voucher,negatif
mantap,positif
bantu,positif
mantab,positif
aplikator gak otak,negatif
bantu cancel ganti driver tunggu jam menit ajaib aplikasi kasih tip,netral
bagus,positif
bantu kerja hari terima kasih gojek,positif
promo dikit potong,netral
gofood udah bagus ubah fitur cari menu dihilangin susah nyarinya banyak ads yg ga relevan resto resto yg krna bayar ya muncul ulang udah discroll kayak spam aneh bangeet,negatif
aplikasi bagus install hp,positif
keren,positif
mudah kirim barang d rumah gak kendara,positif
gojek mantap,positif
aman cepat,positif
update rugi ga dapet diskon payah,negatif
apk bagus bantu,positif
puas,positif
manfaat,positif
bagus,positif
laku driver nya kasar,negatif
mohon baik maps nya kak,negatif
bantu utk kirim kecustamer,positif
gojek yes,positif
mudah hidup,positif
bagus,positif
jemput cepatsupirnya ramah jalan senang,positif
lumayan cepat gojek nya sukajuga layan gojek nya,positif
cepat jemput mobil bersih driver sopan,positif
kerennn pokok bantu lg urgent sukses slalu yaa,positif
jelek,negatif
jemput cepat,positif
driver terlambatdan,negatif
gojek nyaman aman,positif
mantap,positif
khusus layan ride nya tolong perhati aman drivernya tuh titik jemput area rawan bentrok opang angkot tradisionalkami customer repot pindah titik,netral
bantu,positif
bantu nya grab gojek trims,positif
aplikasi eror kagak pencet,negatif
bagus terpecaya,positif
jarak km goride rb maxim rb selisih rb,negatif
mantabs,positif
bantu,positif
nyaman,positif
suka promo,positif
terimakasih,positif
top,positif
ramah nyaman kendara,positif
good,positif
metode bayar efisien,negatif
bantu,positif
mes cuman diskon promonya kadang eror,positif
ok,positif
gopy pimjaman ko aneh si gk verifikasi,negatif
bantu banget,positif
bagus,positif
aplikasi butuh,positif
tlg jgn suka suka beku akungimana bs panggil gocar mmg ga gocar in,negatif
gass polll,positif
nice trip,positif
double order yah hpakun jadi kaya gitu ga pencet apa,negatif
okee,positif
bantu,positif
bantu,positif
baguusss keren aplikasinyaaa cumaaa lebihh banyaakiinn promo lagi yaa miinn gofood,positif
bantu,positif
kren,positif
jos,positif
moga,positif
